t,x,y,z, 
0,0.014542464247556418,0,0,
900,0.043627393215381366,0.000003952817875026289,0,
1800,0.0872547862372634,0.000015811271987762985,0,
2700,0.1454246415080672,0.00003952818082638335,0,
3600,0.21813695608373324,0.00007905636264238086,0,
4500,0.3053917258812778,0.00013834863508840008,0,
5400,0.4071889456787929,0.00022135781485606746,0,
6300,0.5235286091154465,0.00033203671731382196,0,
7200,0.654410708691483,0.0004743381561447458,0,
8100,0.7998352357682234,0.0006522149429843951,0,
9000,0.9598021805680659,0.0008696198870586308,0,
9900,1.1343115321744868,0.0011305057948214497,0,
10800,1.323363278532041,0.0014388254695928155,0,
11700,1.5269574064463636,0.0017985317111964903,0,
12600,1.74509390158417,0.002213577315597867,0,
13500,1.9777727484732581,0.0026879150745418,0,
14400,2.2249939305025093,0.003225497775190441,0,
15300,2.4867574299218895,0.0038302781997610683,0,
16200,2.763063227842452,0.004506209125163924,0,
17100,3.0539113042363377,0.005257243322640047,0,
18000,3.359301637936779,0.006087333557399106,0,
18900,3.679234206638099,0.0070004325882572415,0,
19800,4.013708986895717,0.008000493167274894,0,
20700,4.362725954126148,0.009091468039394649,0,
21600,4.726285082607006,0.010277309942079073,0,
22500,5.104386345477009,0.01156197160494855,0,
23400,5.497029714735976,0.012949405749419128,0,
24300,5.904215161244836,0.014443565088340354,0,
25200,6.325942654725627,0.016048402325633124,0,
26100,6.762212163761501,0.01776787015592752,0,
27000,7.213023655796727,0.019605921264200656,0,
27900,7.678377097136693,0.021566508325414534,0,
28800,8.15827245294791,0.023653584004153877,0,
29700,8.652709687258021,0.025871100954263992,0,
30600,9.161688762955794,0.028223011818488613,0,
31500,9.685209641791136,0.03071326922810776,0,
32400,10.22327228437509,0.03334582580257559,0,
33300,10.775876650179843,0.03612463414915825,0,
34200,11.343022697538728,0.03905364686257173,0,
35100,11.924710383646234,0.04213681652461973,0,
36000,12.520939664558002,0.045378095703831535,0,
36900,13.131710495190836,0.04878143695509985,0,
37800,13.757022829322706,0.05235079281931868,0,
38700,14.396876619592751,0.05609011582302121,0,
39600,15.051271817501288,0.06000335847801764,0,
40500,15.720208373409815,0.06409447328103308,0,
41400,16.403686236541017,0.06836741271334545,0,
42300,17.10170535497877,0.0728261292404233,0,
43200,17.814265675668146,0.07747457531156371,0,
44100,18.541367144415425,0.0823167033595302,0,
45000,19.28300970588809,0.08735646580019057,0,
45900,20.039193303614848,0.09259781503215482,0,
46800,20.80991787998562,0.098044703436413,0,
47700,21.59518337625156,0.10370108337597314,0,
48600,22.39498973252505,0.10957090719549914,0,
49500,23.209336887779724,0.11565812722094863,0,
50400,24.038224779850452,0.12196669575921092,0,
51300,24.881653345433367,0.12850056509774485,0,
52200,25.73962252008586,0.13526368750421672,0,
53100,26.612132238226586,0.1422600152261382,0,
54000,27.499182433135484,0.14949350049050428,0,
54900,28.400773036953773,0.15696809550343108,0,
55800,29.316903980683957,0.16468775244979386,0,
56700,30.247575194189846,0.17265642349286492,0,
57600,31.192786606196552,0.1808780607739515,0,
58500,32.15253814429051,0.18935661641203372,0,
59400,33.12682973491947,0.19809604250340251,0,
60300,34.1156613033925,0.20710029112129758,0,
61200,35.11903277388002,0.21637331431554527,0,
62100,36.1369440694138,0.2259190641121966,0,
63000,37.169395111886956,0.2357414925131651,0,
63900,38.21638582205397,0.24584455149586484,0,
64800,39.27791611953071,0.25623219301284844,0,
65700,40.3539859227944,0.2669083689914448,0,
66600,41.444595149183684,0.2778770313333973,0,
67500,42.54974371489859,0.2891421319145016,0,
68400,43.669431535000555,0.3007076225842437,0,
69300,44.80365852341244,0.31257745516543795,0,
70200,45.952424592918526,0.32475558145386485,0,
71100,47.11572965516455,0.33724595321790923,0,
72000,48.29357362065769,0.3500525221981981,0,
72900,49.485956398766575,0.36317924010723873,0,
73800,50.69287789772131,0.3766300586290566,0,
74700,51.91433802461348,0.39040892941883326,0,
75600,53.15033668539615,0.4045198041025446,0,
76500,54.40087378488389,0.41896663427659875,0,
77400,55.665949226752794,0.4337533715074739,0,
78300,56.945562913540456,0.4488839673313566,0,
79200,58.239714746646015,0.46436237325377966,0,
80100,59.548404626330154,0.4801925407492601,0,
81000,60.8716324517151,0.49637842126093734,0,
81900,62.20939812078466,0.5129239662002111,0,
82800,63.56170153038421,0.5298331269463794,0,
83700,64.92854257622072,0.5471098548462768,0,
84600,66.30992115286276,0.5647581012139123,0,
85500,67.7058371537405,0.5827818173301075,0,
86400,69.11629047114577,0.6011849544421344,0,
87300,70.541280996232,0.6199714637633538,0,
88200,71.9808086190143,0.6391452964728532,0,
89100,73.43487322836941,0.658710403715085,0,
90000,74.90347471203577,0.6786707365995044,0,
90900,76.3866129566135,0.6990302462002074,0,
91800,77.88428784756442,0.7197928835555691,0,
92700,79.39649926921206,0.740962599667882,0,
93600,80.92324710474166,0.7625433455029936,0,
94500,82.46453123620024,0.784539071989945,0,
95400,84.02035154449655,0.8069537300206086,0,
96300,85.59070790940109,0.8297912704493263,0,
97200,87.17560020954616,0.8530556440925481,0,
98100,88.77502832242585,0.8767508017284694,0,
99000,90.38899212439607,0.9008806940966699,0,
99900,92.01749149067453,0.9254492718977514,0,
100800,93.66052629534079,0.9504604857929758,0,
101700,95.31809641133624,0.9759182864039037,0,
102600,96.99020171046416,1.001826624312032,0,
103500,98.6768420633897,1.0281894500584325,0,
104400,100.3780173396399,1.0550107141433902,0,
105300,102.09372740760371,1.082294367026041,0,
106200,103.82397213453201,1.1100443591240101,0,
107100,105.56875138653761,1.1382646408130503,0,
